168,8
127,45
177,45
180,45
181,45
182,45
183,45
128,46
157,46
127,47
177,47
180,47
182,47
140,48
231,57
236,57
232,58
236,60
238,66
239,66
241,66
239,67
242,68
239,69
242,70
238,72
106,84
108,84
109,84
106,87
107,87
108,87
109,87
110,87
111,87
110,88
111,88
109,91
110,91
111,91
110,92
111,92
111,93
112,93
115,93
158,125
187,125
174,127
177,127
180,127
181,127
182,127
183,127
184,127
147,128
148,128
156,128
157,128
176,128
148,129
226,129
151,133
176,142
226,142
174,143
184,143
184,144
184,145
176,147
176,148
226,176
