19,1571936041696808291.png,1,1571936038680440642.png,-0.04559855,-0.049231246,-0.00067478046,0.003398993,-0.00763964,1.899756,1.857955,1.2315683,0.018620431,0.030548036,0.019550264,49.37343
20,1571936041846841906.png,1,1571936038680440642.png,-0.045559615,-0.049132414,-0.00067865476,0.0035036737,-0.0076649925,1.8995614,1.8575892,1.2315674,0.018614173,0.030570745,0.019566715,49.365726
248,1571936080213637675.png,1,1571936038680440642.png,-0.12231677,-0.037036043,-0.016961126,0.002931268,-0.007899602,1.8789946,1.1404599,0.39353907,0.006878972,0.032036483,0.020614743,48.889206
250,1571936080547056793.png,1,1571936038680440642.png,-0.12137952,-0.036674567,-0.016654214,0.00302142,-0.008012571,1.8722773,1.1442246,0.39608288,0.007012725,0.0325377,0.020979881,48.729683
254,1571936081213888736.png,1,1571936038680440642.png,0.05425343,-0.02904132,0.0033088117,0.0027828747,-0.007953181,1.8833675,1.1309177,0.5696456,0.011124194,0.031666517,0.020357788,49.00984
255,1571936081380845438.png,1,1571936038680440642.png,-0.045263834,-0.048190497,-4.1551888e-05,0.0027696276,-0.007966883,1.8820982,1.8646083,1.2436366,0.01958996,0.03175521,0.02042234,48.981102
257,1571936081747808669.png,1,1571936038680440642.png,-0.045299686,-0.04833048,-4.8026443e-05,0.0026909197,-0.007938231,1.8824635,1.8648641,1.2434092,0.01957655,0.03172052,0.020396411,48.992233
258,1571936081914972202.png,1,1571936038680440642.png,0.012737007,0.01896996,-0.10146343,0.002681219,-0.007942316,1.884238,0.34728116,0.23993343,0.01184839,0.031579792,0.020296633,49.03843
259,1571936082080511265.png,1,1571936038680440642.png,-0.019983094,0.06329912,-0.054660767,0.0026143203,-0.007951769,1.8846221,0.43218863,0.17005724,0.004425466,0.03153938,0.020269454,49.05209
260,1571936082247008750.png,1,1571936038680440642.png,-0.045289114,-0.04841482,-0.00010548532,0.002658696,-0.0079625,1.8833926,1.8646421,1.2433974,0.019565284,0.031633258,0.020335257,49.021927
261,1571936082415714901.png,1,1571936038680440642.png,-0.066195995,-0.0063518547,-0.015325395,0.002650299,-0.007989976,1.8841821,0.31891108,0.1700955,0.0070295334,0.031566024,0.020288944,49.04422
262,1571936082585376511.png,1,1571936038680440642.png,-0.12221303,-0.03683196,-0.016900906,0.0027729878,-0.00799409,1.8822968,1.1399567,0.39308846,0.006852329,0.03172356,0.020399094,48.992813
263,1571936082746892147.png,1,1571936038680440642.png,0.01316255,-0.03939963,0.058410387,0.0028179074,-0.008012007,1.8823066,0.3218243,0.18117571,0.011674404,0.031724095,0.020399809,48.992836
20,1571936041846841906.png,2,1571936038846953242.png,-0.124021195,-0.03752482,-0.017410388,0.003515021,-0.0076702023,1.8988777,1.1273634,0.38515162,0.006451428,0.030622065,0.019603014,49.34838
248,1571936080213637675.png,2,1571936038846953242.png,-0.045091078,-0.04803931,-8.687377e-05,0.0029104436,-0.007896424,1.8786402,1.8654059,1.2443987,0.01967007,0.032061517,0.020632446,48.881104
249,1571936080380573885.png,2,1571936038846953242.png,-0.12116643,-0.0367441,-0.016588902,0.00293699,-0.007984106,1.8674984,1.1468142,0.39787012,0.0071092844,0.032905698,0.021242201,48.613113
250,1571936080547056793.png,2,1571936038846953242.png,-0.1212944,-0.03666488,-0.016629072,0.003014163,-0.008013424,1.8709766,1.1449206,0.39655834,0.0070382953,0.032639265,0.02105248,48.69747
251,1571936080713908394.png,2,1571936038846953242.png,-0.019525249,0.06334469,-0.054359578,0.003061817,-0.007992108,1.8742604,0.43514228,0.17172414,0.0045268536,0.032393217,0.020875275,48.77456
253,1571936081047503078.png,2,1571936038846953242.png,-0.04522904,-0.04810255,-7.5526536e-05,0.0028643766,-0.007956876,1.8811355,1.8646884,1.2437062,0.019596756,0.031846404,0.020485103,48.950924
254,1571936081213888736.png,2,1571936038846953242.png,-0.045295417,-0.048261434,-5.7563186e-05,0.0027867416,-0.00794885,1.8826915,1.8645134,1.2431273,0.019550085,0.031719804,0.02039516,48.992424
255,1571936081380845438.png,2,1571936038846953242.png,-0.122172676,-0.036824714,-0.0169617,0.002774843,-0.007961494,1.8809558,1.140314,0.39337456,0.0068687797,0.03184551,0.020485818,48.951622
256,1571936081547145866.png,2,1571936038846953242.png,-0.045285605,-0.048221484,-2.0168722e-05,0.0026990334,-0.007939608,1.8813215,1.8651721,1.2439063,0.019620538,0.031814396,0.02046293,48.961456
257,1571936081747808669.png,2,1571936038846953242.png,-0.045231514,-0.048190266,-3.0402094e-05,0.002730363,-0.007944453,1.8808229,1.8651919,1.2441247,0.019638777,0.031850874,0.02048868,48.949883
258,1571936081914972202.png,2,1571936038846953242.png,-0.12240625,-0.036873497,-0.017018149,0.002714322,-0.007946259,1.8831137,1.1393504,0.39270347,0.006833017,0.031669915,0.020360291,49.00904
259,1571936082080511265.png,2,1571936038846953242.png,-0.122389965,-0.036857784,-0.017010363,0.0026555816,-0.007951357,1.8833706,1.1394707,0.39277858,0.006835878,0.03164184,0.020341158,49.01858
260,1571936082247008750.png,2,1571936038846953242.png,-0.04523951,-0.0483089,-8.3461404e-05,0.0027071768,-0.007962531,1.8821781,1.8648174,1.2437915,0.019601762,0.031733215,0.020405352,48.989258
261,1571936082415714901.png,2,1571936038846953242.png,-0.0661525,-0.0062930994,-0.015368285,0.0027278448,-0.007988262,1.882679,0.3191927,0.17029864,0.0070468783,0.03169191,0.020377278,49.0029
262,1571936082585376511.png,2,1571936038846953242.png,-0.12215953,-0.036846466,-0.016873525,0.0028390447,-0.007997322,1.8814492,1.1401451,0.39323258,0.006860554,0.031796873,0.020450592,48.968822
263,1571936082746892147.png,2,1571936038846953242.png,-0.04515946,-0.048171178,-0.00011751428,0.0029000202,-0.008013568,1.8813953,1.8643981,1.2439152,0.01960659,0.03180456,0.020456135,48.9665
264,1571936082913658355.png,2,1571936038846953242.png,-0.12223739,-0.036838286,-0.016870996,0.0029221708,-0.008024105,1.8841827,1.1386203,0.39220512,0.0068056583,0.031593204,0.02030629,49.03554
185,1571936069580487798.png,3,1571936039031112508.png,-0.12291702,-0.03657088,-0.017512312,0.0020403946,-0.008047453,1.9010813,1.1333277,0.38844717,0.0066019893,0.030255139,0.01937306,49.480328
248,1571936080213637675.png,3,1571936039031112508.png,-0.045131452,-0.04812809,-0.00010047108,0.002895319,-0.007893396,1.8795356,1.865231,1.2439846,0.019634664,0.031991065,0.0205822,48.903854
250,1571936080547056793.png,3,1571936039031112508.png,-0.12146173,-0.036659744,-0.016688136,0.0029731402,-0.008017956,1.8732666,1.1439017,0.39584863,0.0069996715,0.032455087,0.02092123,48.75615
254,1571936081213888736.png,3,1571936039031112508.png,-0.045373835,-0.048412323,-7.2237104e-05,0.0027520368,-0.007947129,1.884542,1.8640991,1.2422976,0.019478202,0.031574428,0.020292163,49.039818
255,1571936081380845438.png,3,1571936039031112508.png,-0.045352735,-0.048365034,-5.055964e-05,0.002720938,-0.0079592215,1.8839837,1.8642623,1.2427522,0.019515395,0.03160751,0.020317197,49.02918
257,1571936081747808669.png,3,1571936039031112508.png,-0.066395044,-0.0062422417,-0.015301803,0.0027190605,-0.007938678,1.8817847,0.31927192,0.170358,0.0070534945,0.031776667,0.020436108,48.97383
258,1571936081914972202.png,3,1571936039031112508.png,-0.06638856,-0.0062963143,-0.015298968,0.0027019987,-0.007944816,1.883505,0.3188095,0.17003685,0.0070254207,0.031639338,0.020338655,49.019016
259,1571936082080511265.png,3,1571936039031112508.png,-0.045306906,-0.048376106,-7.5399876e-05,0.0026642838,-0.007951555,1.8831574,1.8646495,1.243318,0.01956278,0.031659186,0.020353496,49.012894
260,1571936082247008750.png,3,1571936039031112508.png,-0.122273766,-0.036852304,-0.016939024,0.002706171,-0.007963707,1.8819963,1.140108,0.3932317,0.0068594813,0.031746984,0.020415366,48.984787
262,1571936082585376511.png,3,1571936039031112508.png,-0.122146465,-0.036845356,-0.016867073,0.0028501311,-0.007995407,1.8811706,1.1402318,0.39330304,0.0068641305,0.031819403,0.020466506,48.961452
263,1571936082746892147.png,3,1571936039031112508.png,-0.12214971,-0.036848385,-0.016856922,0.0028768638,-0.00800657,1.88167,1.1399363,0.39311206,0.0068537593,0.03178203,0.020440042,48.973763
264,1571936082913658355.png,3,1571936039031112508.png,0.012937472,0.018906072,-0.10143482,0.0028939107,-0.008013812,1.8843949,0.3471315,0.23974693,0.011826038,0.031576574,0.02029413,49.04092
248,1571936080213637675.png,4,1571936039180716505.png,-0.045128986,-0.048138604,-0.00010937452,0.002943174,-0.007891529,1.8799388,1.8649188,1.243634,0.019604981,0.031966746,0.020564497,48.91162
249,1571936080380573885.png,4,1571936039180716505.png,-0.044693828,-0.047115497,2.3726374e-05,0.0029567191,-0.007977336,1.8687198,1.8677444,1.2498846,0.020131588,0.032813072,0.021175683,48.642067
250,1571936080547056793.png,4,1571936039180716505.png,-0.044853076,-0.047358118,-7.0117414e-05,0.0030366937,-0.008020067,1.8731716,1.8661151,1.2476989,0.01992917,0.032467425,0.020929992,48.75213
251,1571936080713908394.png,4,1571936039180716505.png,-0.12171694,-0.036789812,-0.016752234,0.0030820677,-0.0079959305,1.8752031,1.1423972,0.3948176,0.0069469213,0.032319546,0.020822883,48.79828
252,1571936080880909181.png,4,1571936039180716505.png,-0.12163668,-0.036726285,-0.016759338,0.0029322961,-0.007994284,1.8751217,1.1431353,0.39525515,0.0069696307,0.032301128,0.020812511,48.804535
253,1571936081047503078.png,4,1571936039180716505.png,-0.12212642,-0.036815945,-0.016941825,0.0029257992,-0.007962699,1.8805457,1.1400883,0.39320004,0.006860733,0.03189683,0.020521224,48.934578
254,1571936081213888736.png,4,1571936039180716505.png,-0.045289934,-0.048251703,-7.550791e-05,0.0028350065,-0.007955623,1.883106,1.8641562,1.2428656,0.019524693,0.031690836,0.020374954,49.00176
255,1571936081380845438.png,4,1571936039180716505.png,-0.04527989,-0.04822459,-5.448237e-05,0.0027970755,-0.007967231,1.8828044,1.8642658,1.2432132,0.019552767,0.03170353,0.020385504,48.997833
256,1571936081547145866.png,4,1571936039180716505.png,-0.045311198,-0.048273273,-4.691258e-05,0.0027470673,-0.007945436,1.8826288,1.8645377,1.2431971,0.019556522,0.031716585,0.020393908,48.9932
257,1571936081747808669.png,4,1571936039180716505.png,-0.04524801,-0.048220396,-4.901737e-05,0.0027586604,-0.007947181,1.8816873,1.8647658,1.2436885,0.019598722,0.031785607,0.020442724,48.97104
258,1571936081914972202.png,4,1571936039180716505.png,-0.12238283,-0.03685741,-0.017009137,0.0027296254,-0.007952153,1.8839067,1.1389664,0.39244348,0.0068190694,0.03160894,0.020317554,49.029083
259,1571936082080511265.png,4,1571936039180716505.png,-0.0452857,-0.048352487,-8.473918e-05,0.0026888708,-0.007960408,1.883287,1.8644502,1.2433064,0.019558847,0.031648457,0.020346701,49.01648
260,1571936082247008750.png,4,1571936039180716505.png,-0.122227214,-0.03683579,-0.016921422,0.0027339244,-0.007970524,1.8824514,1.1398647,0.39306074,0.006850362,0.031712294,0.020391405,48.9961
261,1571936082415714901.png,4,1571936039180716505.png,-0.12215934,-0.036803268,-0.016896864,0.0027507404,-0.007996528,1.882673,1.1398534,0.39303535,0.0068487525,0.03169155,0.020377815,49.003128
262,1571936082585376511.png,4,1571936039180716505.png,-0.045133337,-0.048141606,-0.00012833998,0.0028803656,-0.008000678,1.880974,1.8645349,1.2441419,0.019626796,0.031835854,0.020478487,48.95617
263,1571936082746892147.png,4,1571936039180716505.png,-0.045132205,-0.048126288,-0.0001244992,0.0029080966,-0.008014916,1.8809291,1.864441,1.2441652,0.019626796,0.03183943,0.020481348,48.955204
264,1571936082913658355.png,4,1571936039180716505.png,-0.045271,-0.048386037,-0.00015816092,0.0029208222,-0.008019785,1.8844115,1.8633868,1.242394,0.019473374,0.031576395,0.020294309,49.041023
