25,3
210,3
211,3
25,4
207,4
210,4
25,5
207,5
210,5
207,6
210,6
207,7
194,8
207,8
208,8
209,8
210,8
207,9
209,9
210,9
207,10
210,10
207,11
194,14
194,15
207,15
208,15
209,15
194,16
207,16
208,16
166,17
167,17
168,17
169,17
170,17
194,17
197,17
206,17
208,17
168,18
194,18
197,18
206,18
207,18
208,18
209,18
210,18
212,18
214,18
215,18
166,19
168,19
170,19
194,19
197,19
206,19
208,19
209,19
212,19
214,19
215,19
166,20
168,20
170,20
197,20
199,20
206,20
214,20
215,20
166,21
168,21
170,21
197,21
206,21
208,21
209,21
212,21
214,21
215,21
166,22
168,22
170,22
197,22
206,22
208,22
212,22
214,22
215,22
168,23
170,23
194,23
197,23
206,23
208,23
209,23
212,23
214,23
215,23
207,24
208,24
209,24
210,24
211,24
212,24
214,24
215,24
207,25
209,25
210,25
211,25
209,26
210,26
211,26
209,27
210,27
211,27
209,28
210,28
211,28
212,28
209,29
210,29
212,29
214,29
215,29
209,30
210,30
212,30
214,30
215,30
212,31
213,31
214,31
216,31
216,32
217,32
218,32
219,32
212,33
213,33
216,33
181,45
182,45
185,45
230,50
231,50
154,129
154,130
155,132
152,134
155,136
159,139
159,140
189,165
190,165
191,165
192,165
195,165
196,165
198,165
199,165
200,165
202,165
205,165
197,166
198,166
199,166
206,166
194,167
197,167
206,167
194,168
197,168
206,168
208,168
206,169
194,170
197,170
206,170
191,171
193,171
200,171
201,171
204,171
215,197
